0;star;11-0.562493-1.1517860.025504;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:05.253943
1;star;110.786592-0.5045530.053219;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:05.469212
2;star;110.082199-0.6348650.027948;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:05.691551
3;star;110.219451-0.4614210.032059;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:05.931989
4;star;110.350570-0.5900020.044187;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:06.139209
5;star;110.591221-0.9252780.053755;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:06.403943
6;star;110.283447-0.5849640.035302;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:06.617809
7;star;110.320313-0.6195110.036208;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:06.811166
8;star;110.291981-0.6459960.036891;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:07.035485
9;star;110.321223-0.6246880.036378;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:07.273206
10;star;110.375057-0.7072020.050287;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:07.511123
11;star;110.283326-0.6417060.034670;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:07.748778
12;star;110.398609-0.7472790.042222;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:07.979373
13;star;110.476883-0.8178340.052143;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:08.220445
14;star;110.343442-0.6903880.042343;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:08.438427
15;star;110.410649-0.7297380.046567;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:08.689953
16;star;110.395101-0.6711480.038063;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:08.911042
17;star;110.346166-0.6163800.036388;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:09.129786
18;star;110.223383-0.5065800.024463;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:09.343717
19;star;110.387993-0.6624240.039385;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:09.605575
20;star;110.399004-0.7057640.043674;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:09.840578
21;star;110.454344-0.7407170.047641;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:10.072338
22;star;110.375313-0.6598610.039676;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:10.283791
23;star;110.376706-0.6434010.036458;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:10.504416
24;star;110.382263-0.6659420.038198;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:10.750337
25;star;110.370627-0.6616790.039205;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:10.977314
26;star;110.362425-0.7271330.041763;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 11:39:11.207544
0;star;110.852437-0.5508950.033054;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:13.261247
1;star;110.921084-0.7325370.047378;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:13.434745
2;star;110.872051-0.7506860.045201;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:13.654785
3;star;110.869220-0.5754720.036316;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:13.929949
4;star;110.717815-0.5542210.024684;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:14.154341
5;star;110.905678-0.6763990.042441;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:14.398192
6;star;110.953566-0.8388490.051233;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:14.618539
7;star;110.907256-0.8458560.050181;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:14.851308
8;star;110.872645-0.6288810.042817;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:15.084738
9;star;110.751135-0.5887940.027723;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:15.289705
10;star;110.925845-0.6914000.043811;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:15.548361
11;star;110.900408-0.8149040.049379;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:15.704642
12;star;110.915283-0.8360600.053452;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:15.957587
13;star;110.865039-0.6802550.041091;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:16.216069
14;star;110.868851-0.6912130.039858;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:16.438302
15;star;110.936536-0.8018160.051162;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:16.673570
16;star;110.914281-0.7176420.047103;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:16.908312
17;star;110.847049-0.8749770.047658;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:17.142595
18;star;110.798658-0.7127110.034901;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:17.379280
19;star;110.914105-0.6930570.046866;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:17.578106
20;star;110.848484-0.8398680.048195;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:17.853692
21;star;110.975635-0.7831210.062952;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:18.091471
22;star;110.928861-0.6039470.044650;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:18.379151
23;star;110.864700-0.6493270.041626;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:18.498492
24;star;110.906350-0.5654770.038775;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:18.755464
25;star;110.694587-0.5470160.035642;02;003;01;00;0000000;001;004;01;00;0000000;000;stop;2021-11-22 12:03:19.011262
